doc_id,nppes_provider_city,nppes_provider_state,number_of_hcpcs,total_services,total_medicare_allowed_amt,number_of_drug_hcpcs,total_drug_services,total_drug_medicare_allowed_amt,number_of_med_hcpcs,total_med_services,total_med_medicare_allowed_amt,beneficiary_average_risk_score
BA8341384,PENSACOLA,FL,24,16176,498261.77,1,13100,72018,23,3076,426243.77,1.3392
DJ0830054,TARPON SPRINGS,FL,16,1043,128620.33,0,0,0,16,1043,128620.33,1.3696
WF3638434,HUNTINGTON,WV,36,1848,139455.39,0,0,0,36,1848,139455.39,1.6601
SZ2515395,ROCHESTER,MN,12,195,28581.59,0,0,0,12,195,28581.59,1.2019
VK8180400,DUNMORE,PA,31,13194,859938.11,2,5957,32923.52,29,7237,827014.59,1.676
VR1212470,MOBILE,AL,38,4516,139440.65,8,2731,18244.95,30,1785,121195.7,1.1711
CL7236111,RENTON,WA,26,1551,71496.33,NA,NA,NA,NA,NA,NA,2.0448
SN6492370,WASHINGTON,DC,17,4444,775727.28,0,0,0,17,4444,775727.28,2.1168
EQ8671705,NASHVILLE,TN,20,248,32821.83,0,0,0,20,248,32821.83,1.3664
XX1177164,HATTIESBURG,MS,54,60205,697982.68,13,57050,469984.21,41,3155,227998.47,1.6747
FH4834781,LIVINGSTON,NJ,31,932,91136.7,0,0,0,31,932,91136.7,1.4522
QM0995687,CHARLOTTE,NC,23,744,75449.43,NA,NA,NA,NA,NA,NA,1.6229
LR3687534,ROCHESTER,NY,13,332,38788.4,0,0,0,13,332,38788.4,1.4829
QH0878544,AUGUSTA,GA,27,827,64837.77,0,0,0,27,827,64837.77,1.4995
TS8003874,DOTHAN,AL,23,3350,355140.6,0,0,0,23,3350,355140.6,1.4699
JK5366012,ELKRIDGE,MD,19,44546,396774.93,3,43250,217423.18,16,1296,179351.75,1.3655
VV1636008,PROVIDENCE,RI,23,702,62075.79,0,0,0,23,702,62075.79,1.8072
TM8662200,INDIANAPOLIS,IN,32,9718,159403.88,2,8776,51266.28,30,942,108137.6,1.5827
EN5153233,ROCHESTER,NY,14,211,20594.39,0,0,0,14,211,20594.39,1.5725
LH9235646,CARMEL,IN,22,627,57360.77,NA,NA,NA,NA,NA,NA,1.3911
LK0368887,BALTIMORE,MD,29,790,49626.71,0,0,0,29,790,49626.71,1.6969
LG9038692,CYPRESS,TX,29,4535,490399.87,0,0,0,29,4535,490399.87,1.8839
HZ7676457,ARCADIA,CA,16,379,52824.78,0,0,0,16,379,52824.78,2.2486
OO7833948,LOUISVILLE,KY,5,283,45833.86,0,0,0,5,283,45833.86,1.4336
UA5318911,DETROIT,MI,34,656,55465.88,0,0,0,34,656,55465.88,2.4059
HE4470381,DETROIT,MI,45,602,56368,0,0,0,45,602,56368,2.3582
OD3646885,BRONX,NY,18,470,50797.47,0,0,0,18,470,50797.47,1.7899
AE2725734,ORANGE,CA,26,1637,164898.64,0,0,0,26,1637,164898.64,1.5838
QA5926602,BILOXI,MS,34,1436,87924.53,NA,NA,NA,NA,NA,NA,1.5361
DY5441393,KAILUA,HI,21,5298,158687.44,NA,NA,NA,NA,NA,NA,1.9242
MO8497703,KANSAS CITY,KS,16,504,52103.87,0,0,0,16,504,52103.87,1.6593
VH4566633,TROY,MI,27,359,31038.55,0,0,0,27,359,31038.55,1.433
IH5705284,BURLINGTON,MA,22,627,71393.99,0,0,0,22,627,71393.99,1.6225
CQ0368958,ENGLEWOOD,NJ,33,2154,285671.96,0,0,0,33,2154,285671.96,1.7686
LU7407869,PLANO,TX,27,179,28779.95,0,0,0,27,179,28779.95,1.2535
TV8664122,WORCESTER,MA,12,203,23649.04,0,0,0,12,203,23649.04,1.6242
PR3157220,STEVENS POINT,WI,16,622,134961.7,0,0,0,16,622,134961.7,1.8256
XK2898439,CLERMONT,FL,26,457,57632.52,0,0,0,26,457,57632.52,1.6324
YW2408687,ROCKVILLE CENTRE,NY,10,243,42530.17,0,0,0,10,243,42530.17,2.1926
EW3163334,GILBERT,AZ,36,12191,159791.72,4,11334,62499.37,32,857,97292.35,1.8131
VO5804579,KANSAS CITY,MO,15,526,34607.17,NA,NA,NA,NA,NA,NA,1.0652
GN2165123,ANN ARBOR,MI,17,441,50167.96,0,0,0,17,441,50167.96,1.7989
MO3522651,TAPPAHANNOCK,VA,7,145,8189.29,0,0,0,7,145,8189.29,1.3297
QP7353381,SARATOGA SPRINGS,NY,15,234,17581,0,0,0,15,234,17581,1.0476
SN4722737,CINCINNATI,OH,13,50,6558.41,0,0,0,13,50,6558.41,1.7204
OV2988394,SPOKANE,WA,18,219,22715.32,0,0,0,18,219,22715.32,1.677
BL1796506,PITTSBURGH,PA,39,6305,68861.6,3,5785,32792.44,36,520,36069.16,1.6258
ND2707097,DALLAS,TX,30,361,43934.26,0,0,0,30,361,43934.26,1.6576
LU9575578,ROCHESTER,NY,9,160,18772.13,0,0,0,9,160,18772.13,1.6237
OQ9322668,BOSTON,MA,14,316,33137.74,0,0,0,14,316,33137.74,1.3754
OO1971866,COLORADO SPRINGS,CO,2,13,2073,0,0,0,2,13,2073,0.767
BX3821450,ORLANDO,FL,10,321,50870.05,0,0,0,10,321,50870.05,3.134
CG9919893,PORT JEFFERSON,NY,24,1862,248376.03,0,0,0,24,1862,248376.03,1.8089
CA3236089,WAUSAU,WI,46,4405,95052.26,3,3627,19909.6,43,778,75142.66,1.5239
VP9445021,NEW YORK,NY,8,235,38771.76,0,0,0,8,235,38771.76,1.1362
WV3794004,BERWYN,IL,18,969,118302.9,0,0,0,18,969,118302.9,1.7294
TD0384529,IOWA CITY,IA,7,60,7621.36,0,0,0,7,60,7621.36,1.0874
WN3791854,KINGSTON,NY,17,1142,152487.06,0,0,0,17,1142,152487.06,1.3824
WP6263537,CENTERVILLE,OH,58,40147,417770.91,8,38850,270765.03,50,1297,147005.88,1.8445
PF9382124,FORT MYERS,FL,50,7044,317185.18,5,5101,32687.3,45,1943,284497.88,1.596
MP9556159,MINNEAPOLIS,MN,53,2751,187444.51,12,2070,28827.85,41,681,158616.66,1.2619
VQ0452262,MINNEAPOLIS,MN,21,4702,82127.96,3,4170,25724.79,18,532,56403.17,1.0731
JW2331513,BOWLING GREEN,KY,135,16841,699859.16,11,10979,211416.4,124,5862,488442.76,1.4923
LT3491100,COLUMBUS,OH,25,1514,162146.42,0,0,0,25,1514,162146.42,1.6134
OY6904553,SAN JUAN,PR,15,324,32683.58,0,0,0,15,324,32683.58,1.2126
DR8853525,EDISON,NJ,16,410,73006.45,0,0,0,16,410,73006.45,1.6442
LD1706297,SAN DIEGO,CA,19,352,40722.82,0,0,0,19,352,40722.82,1.0495
NR0205979,INDIANAPOLIS,IN,19,497,74556.63,0,0,0,19,497,74556.63,1.4877
ZR8816888,LOS ANGELES,CA,9,101,11155.17,0,0,0,9,101,11155.17,1.6334
UQ3813688,SHREVEPORT,LA,16,1053,86304.02,0,0,0,16,1053,86304.02,1.5303
EU4348099,CLEVELAND,OH,10,113,10962.99,0,0,0,10,113,10962.99,1.1907
OY5219038,ST LOUIS,MO,9,65,4030.96,0,0,0,9,65,4030.96,2.3291
LL3090146,RICHMOND,VA,9,107,13252.32,0,0,0,9,107,13252.32,2.6082
EI2150318,FORT SMITH,AR,72,16502,254254.93,7,14812,74184.27,65,1690,180070.66,1.109
LZ1897091,LITTLE ROCK,AR,107,11671,238429.45,11,9525,65930.36,96,2146,172499.09,1.3078
JR3360050,SMYRNA,TN,20,2597,86707.05,NA,NA,NA,NA,NA,NA,1.2036
TL6728886,CHARLESTON,WV,30,11814,1072760.85,0,0,0,30,11814,1072760.85,1.7691
KZ4307576,OMAHA,NE,22,1068,109828.09,0,0,0,22,1068,109828.09,1.4328
FH0011026,NORTH KANSAS CITY,MO,20,5160,134534.75,NA,NA,NA,NA,NA,NA,1.3771
HQ0200749,ATHENS,GA,86,22184,596500.94,16,19218,196149.28,70,2966,400351.66,1.3881
TD3142169,MERRILLVILLE,IN,55,15228,207016.96,5,14416,122853.2,50,812,84163.76,1.5226
BC7169780,ORLAND PARK,IL,14,475,58626.3,0,0,0,14,475,58626.3,0.9497
OB0416448,KALAMAZOO,MI,32,883,67859.13,0,0,0,32,883,67859.13,1.5193
WT1835519,ST GEORGE,UT,33,5962,159818.67,3,4727,24758.75,30,1235,135059.92,1.3105
GP3049893,AUSTIN,TX,55,1875,150425.15,3,30,287.46,52,1845,150137.69,1.3981
NG2405856,BROOKLINE,MA,22,799,107911.4,0,0,0,22,799,107911.4,1.7239
DK9336778,FAIRFIELD,CT,39,11487,100170.34,6,11245,66329.43,33,242,33840.91,1.4974
SC7427336,DANVILLE,PA,32,580,50556.37,0,0,0,32,580,50556.37,1.4132
EX4379977,PARADISE VALLEY,AZ,10,2823,224865.33,0,0,0,10,2823,224865.33,4.6846
VV1535179,BOISE,ID,20,284,25161.33,0,0,0,20,284,25161.33,1.7025
YO6439239,AIKEN,SC,31,1136,79233.85,NA,NA,NA,NA,NA,NA,1.2429
VR5662464,PORT ROYAL,SC,55,26672,488336.61,9,24448,227978.07,46,2224,260358.54,1.2359
QP8663354,AMARILLO,TX,23,1820,180749.69,0,0,0,23,1820,180749.69,1.4249
HS0389901,ENID,OK,24,4174,328404.45,0,0,0,24,4174,328404.45,1.4054
LK1221721,LEES SUMMIT,MO,22,3876,132570.53,NA,NA,NA,NA,NA,NA,1.3705
ZU6121614,ST LOUIS PARK,MN,17,625,58610.74,0,0,0,17,625,58610.74,1.2769
AQ3639950,MELBOURNE,FL,21,762,99235.34,0,0,0,21,762,99235.34,2.2864
LX9773593,CINCINNATI,OH,74,1655,149562.18,12,85,513.55,62,1570,149048.63,1.0701
ZG9083674,BRUNSWICK,GA,43,1974,189771.89,2,161,916.12,41,1813,188855.77,1.3834
LK0802776,GREENVILLE,NC,55,20198,619583.88,7,17868,229498.89,48,2330,390084.99,1.2596
NK1332954,ANN ARBOR,MI,16,197,20396.76,0,0,0,16,197,20396.76,1.4474
BO2450059,SALT LAKE CITY,UT,8,166,20243.96,0,0,0,8,166,20243.96,1.2182
KK1699608,EASTON,MD,15,1344,120099.04,0,0,0,15,1344,120099.04,1.6295
QB5597942,BRANDON,FL,34,1168,133686.04,0,0,0,34,1168,133686.04,1.5271
PM1190108,OKLAHOMA CITY,OK,22,2262,271361.03,NA,NA,NA,NA,NA,NA,1.1371
FW0997247,BROOKLYN,NY,13,190,26212.23,0,0,0,13,190,26212.23,2.0346
YQ4004037,PALO ALTO,CA,17,729,118344.54,0,0,0,17,729,118344.54,0.9968
AB3895583,CINCINNATI,OH,20,1294,82880.07,NA,NA,NA,NA,NA,NA,1.8567
NL3260196,THORNTON,CO,20,377,41019.77,0,0,0,20,377,41019.77,1.6779
FU4545328,EDMONDS,WA,10,395,56312.31,0,0,0,10,395,56312.31,1.7729
IZ9487228,OKLAHOMA CITY,OK,8,415,40959.21,0,0,0,8,415,40959.21,1.1431
CD6296448,DENVER,CO,10,14,1905.47,0,0,0,10,14,1905.47,1.4985
GC9688553,ROCHESTER,NY,8,48,8521.41,0,0,0,8,48,8521.41,2.0583
UA3094001,DENVER,CO,7,14,1685.35,0,0,0,7,14,1685.35,1.2416
RU0005624,COLUMBUS,OH,38,476,85457.94,0,0,0,38,476,85457.94,1.8743
CS3869752,PHILADELPHIA,PA,4,91,5918.22,0,0,0,4,91,5918.22,1.463
ST1851637,KEY WEST,FL,37,1918,124932.28,4,1000,5142.5,33,918,119789.78,1.1321
MV4245471,BALTIMORE,MD,21,281,25601.32,0,0,0,21,281,25601.32,1.6662
OH7102608,BALTIMORE,MD,8,561,90597.52,0,0,0,8,561,90597.52,1.9942
GI4328213,PHILADELPHIA,PA,19,21203,216151.87,1,20200,111172.4,18,1003,104979.47,1.2025
NL0913607,LOS ANGELES,CA,12,372,69336.51,0,0,0,12,372,69336.51,1.181
WI1759807,TAVERNIER,FL,41,3740,184563.81,NA,NA,NA,NA,NA,NA,1.1704
JF9137529,CHICAGO,IL,3,342,68437.98,0,0,0,3,342,68437.98,2.6817
TK0244891,WINFIELD,IL,14,1264,188193.62,0,0,0,14,1264,188193.62,1.2179
JI2670512,LUBBOCK,TX,5,130,14549.52,0,0,0,5,130,14549.52,1.1911
NT1397512,BATON ROUGE,LA,28,472,54469.91,0,0,0,28,472,54469.91,1.8218
JM1520231,STANFORD,CA,27,1892,94623.47,0,0,0,27,1892,94623.47,1.2066
HJ8631106,DALLAS,TX,22,552,35619.65,0,0,0,22,552,35619.65,1.9904
MT2372296,TOPEKA,KS,28,3883,429497.63,3,201,787.21,25,3682,428710.42,1.538
NK2743065,SIMI VALLEY,CA,24,1799,155168.34,NA,NA,NA,NA,NA,NA,1.7087
AY4169554,SEATTLE,WA,16,605,54625.57,0,0,0,16,605,54625.57,1.7542
TD5088825,HOUSTON,TX,25,45316,397263.38,4,44110,252793.44,21,1206,144469.94,1.3443
YB1558739,SEATTLE,WA,43,1240,97997.19,0,0,0,43,1240,97997.19,1.6319
OZ9501718,PHOENIX,AZ,10,355,41414.21,NA,NA,NA,NA,NA,NA,1.2657
WD2175055,YPSILANTI,MI,25,549,83944.98,0,0,0,25,549,83944.98,1.5761
MX0453282,WESTERVILLE,OH,33,4179,145590.35,NA,NA,NA,NA,NA,NA,1.8332
HP7955026,OXFORD,MS,49,11770,333646.93,5,9178,48646.64,44,2592,285000.29,1.2816
KY0168150,DURHAM,NC,26,684,77734.1,NA,NA,NA,NA,NA,NA,1.2572
RI2059323,LOUISVILLE,KY,22,181,21836.04,0,0,0,22,181,21836.04,1.2017
PR4808350,IOWA CITY,IA,14,136,7397.63,0,0,0,14,136,7397.63,1.4329
LP1571662,CHARLESTON,WV,23,554,50071.56,0,0,0,23,554,50071.56,1.7066
CO8028644,PHILADELPHIA,PA,11,323,55359.99,0,0,0,11,323,55359.99,1.7251
SN5518495,SEAFORD,DE,28,1187,117359.23,0,0,0,28,1187,117359.23,2.0044
IH8718844,HINSDALE,IL,19,2054,226086.25,NA,NA,NA,NA,NA,NA,1.5508
RE8688284,WASHINGTON,DC,20,94,4956.39,0,0,0,20,94,4956.39,0.9675
GF9929162,ROCHESTER,NY,19,596,79190.23,0,0,0,19,596,79190.23,1.9915
NQ8735813,BALTIMORE,MD,8,143,16634.81,0,0,0,8,143,16634.81,2.2492
PW0694876,MAYAGUEZ,PR,7,102,12483.91,0,0,0,7,102,12483.91,1.7838
GJ5287532,LOS ANGELES,CA,17,1136,172615.23,0,0,0,17,1136,172615.23,2.115
SF9139863,MERCED,CA,21,2469,207277.16,NA,NA,NA,NA,NA,NA,1.4862
LY5940106,SUGAR LAND,TX,44,9894,195515.21,4,8826,48718.57,40,1068,146796.64,1.6677
QV7358323,MINNEAPOLIS,MN,52,7735,197389.6,15,7186,131614.17,37,549,65775.43,1.4896
GJ8119078,EAU CLAIRE,WI,6,385,33278.79,0,0,0,6,385,33278.79,1.402
GM3363588,BOSTON,MA,22,732,120444.52,0,0,0,22,732,120444.52,2.0293
SV1050412,ROLLA,MO,29,1681,172576.6,0,0,0,29,1681,172576.6,1.6406
MR7773231,ERIE,PA,26,1458,136542.86,NA,NA,NA,NA,NA,NA,1.603
YX2877631,BROOKLYN,NY,12,117,13691.68,0,0,0,12,117,13691.68,2.2416
FY2422343,TORRINGTON,CT,18,968,114720.01,0,0,0,18,968,114720.01,1.2544
CL3422170,TOLEDO,OH,25,529,38995.77,0,0,0,25,529,38995.77,1.9865
DI8439382,JACKSONVILLE BEACH,FL,34,1419,178591.71,0,0,0,34,1419,178591.71,1.3104
NE4516253,STAMFORD,CT,21,448,36743.8,0,0,0,21,448,36743.8,1.7452
VU8784309,EVANSVILLE,IN,44,18118,216869.03,3,17120,98393.59,41,998,118475.44,1.338
WA1378424,DURHAM,NC,36,725,69386.86,0,0,0,36,725,69386.86,1.8674
QF4710061,MONTGOMERY,AL,5,723,63488.08,0,0,0,5,723,63488.08,1.0156
PV0895940,LAWRENCEVILLE,GA,47,3074,119484.46,NA,NA,NA,NA,NA,NA,1.3736
AF6184657,OVERLAND PARK,KS,28,931,88179.21,NA,NA,NA,NA,NA,NA,1.2216
DC7489957,NEW ALBANY,IN,26,1905,203684.3,0,0,0,26,1905,203684.3,1.2033
EO1164973,TACOMA,WA,36,14044,184033.26,2,13000,71269.55,34,1044,112763.71,1.2954
QS8689568,POCATELLO,ID,24,774,66804.47,0,0,0,24,774,66804.47,1.2964
EA4043846,GREENSBORO,NC,13,192,14064.32,NA,NA,NA,NA,NA,NA,0.8142
CJ5174773,PORTLAND,OR,16,199,19309.05,0,0,0,16,199,19309.05,1.5934
ZA7799495,PORT ST LUCIE,FL,24,535,69903.58,NA,NA,NA,NA,NA,NA,1.686
ZY0887861,ERIE,PA,21,707,79255.4,0,0,0,21,707,79255.4,1.3918
ZS2774725,SOMERSET,NJ,19,759,135393.43,0,0,0,19,759,135393.43,1.8325
PY3402865,NEWPORT NEWS,VA,50,2549,152113.27,NA,NA,NA,NA,NA,NA,1.5852
OX4793861,LOS ANGELES,CA,10,147,24765.55,0,0,0,10,147,24765.55,1.7867
SJ3243993,ATLANTA,GA,14,578,51166.66,0,0,0,14,578,51166.66,1.3883
UW2513086,SAINT LOUIS,MO,24,590,55505.62,0,0,0,24,590,55505.62,1.5659
NY7179052,MISSION HILLS,CA,22,2003,213469.51,NA,NA,NA,NA,NA,NA,2.4601
JW6419616,TYLER,TX,37,1219,146058.09,NA,NA,NA,NA,NA,NA,1.4481
IX2550896,CANANDAIGUA,NY,26,949,101282.12,0,0,0,26,949,101282.12,1.207
EL9082562,SARANAC LAKE,NY,16,1032,114135.3,0,0,0,16,1032,114135.3,1.2505
KR0844570,HOUSTON,TX,16,2804,155218.96,3,815,949.92,13,1989,154269.04,1.1741
IC1047587,MERIDIAN,ID,23,1037,55688.92,NA,NA,NA,NA,NA,NA,1.116
QA4748451,MACON,GA,38,3018,232946.38,NA,NA,NA,NA,NA,NA,1.4811
FO0105338,WORCESTER,MA,20,4870,109039.91,5,4211,23110.79,15,659,85929.12,0.8785
EZ2121579,MILWAUKEE,WI,41,564,96703.8,0,0,0,41,564,96703.8,1.7465
WC4884516,PASADENA,TX,7,114,12352.9,0,0,0,7,114,12352.9,1.578
SE1335595,CHARLESTON,SC,6,171,13720.36,0,0,0,6,171,13720.36,1.445
VJ2931531,WINSTON-SALEM,NC,54,4236,103785.99,NA,NA,NA,NA,NA,NA,1.1599
GM7464324,DETROIT,MI,23,706,65268.57,0,0,0,23,706,65268.57,2.0572
GO8943181,NEWPORT BEACH,CA,12,187,28301.66,0,0,0,12,187,28301.66,1.5956
IZ9026084,CHEYENNE,WY,10,497,46107.36,0,0,0,10,497,46107.36,1.4413
SF8282991,MOUNT LAUREL,NJ,11,547,77312.3,0,0,0,11,547,77312.3,1.3642
UW8740373,LOXLEY,AL,73,9907,141392.18,4,8621,46971.98,69,1286,94420.2,1.6233
LA7023620,PEMBROKE PINES,FL,39,908,95559.45,0,0,0,39,908,95559.45,1.7499
AR7886499,ROANOKE,VA,57,31942,819886.78,17,29390,573202.22,40,2552,246684.56,1.1749
PH1879631,DOTHAN,AL,36,4337,505383.29,0,0,0,36,4337,505383.29,1.6414
XC0578584,BAY SHORE,NY,25,8508,401316.55,NA,NA,NA,NA,NA,NA,1.9218
WM4631312,STUART,FL,39,1758,251354.78,4,45,102.53,35,1713,251252.25,1.6561
BE2023519,BOSTON,MA,28,86,6533.65,0,0,0,28,86,6533.65,1.0349
YT5357418,SYRACUSE,NY,27,1781,73827.54,0,0,0,27,1781,73827.54,1.5583
KC9285065,SCARSDALE,NY,47,1836,201737.39,NA,NA,NA,NA,NA,NA,1.5076
PZ6926408,PARMA,OH,50,3575,396743.01,1,15,31.34,49,3560,396711.67,1.5781
SG4614776,BOSTON,MA,23,633,56107.02,0,0,0,23,633,56107.02,1.4548
KP2194880,JONESBORO,AR,25,1831,198462.91,0,0,0,25,1831,198462.91,1.4357
VP6490207,SAINT LOUIS,MO,23,373,46436.4,0,0,0,23,373,46436.4,2.2099
HG0767318,CLEVELAND,OH,25,259,25223.14,0,0,0,25,259,25223.14,1.4386
MU0857212,BOSTON,MA,18,467,72440.48,0,0,0,18,467,72440.48,1.505
RB3594601,SEATTLE,WA,64,3574,135812.71,9,2609,26108.22,55,965,109704.49,1.3898
ZH6033194,COTTONWOOD,AZ,14,735,96730.78,0,0,0,14,735,96730.78,1.3027
OX7630626,NEW YORK,NY,21,942,128146.97,0,0,0,21,942,128146.97,2.0596
VE8547132,WHEAT RIDGE,CO,6,307,20363.19,0,0,0,6,307,20363.19,1.2209
SQ2450277,KISSIMMEE,FL,23,3043,421906.12,NA,NA,NA,NA,NA,NA,1.7586
YJ3632695,ASHEVILLE,NC,19,727,100500.05,0,0,0,19,727,100500.05,1.7469
FD1954176,OKLAHOMA CITY,OK,27,3189,117678.66,NA,NA,NA,NA,NA,NA,1.4172
OI2282618,BUFFALO,NY,11,137,16441.27,0,0,0,11,137,16441.27,1.7734
UB3846418,WILKES BARRE,PA,24,1028,105781.23,NA,NA,NA,NA,NA,NA,1.6563
NJ8854785,SACRAMENTO,CA,5,32,4088.82,0,0,0,5,32,4088.82,2.5337
BE8424086,INDIANAPOLIS,IN,11,81,6437.7,0,0,0,11,81,6437.7,1.9592
GS3027525,NEW ALBANY,OH,58,53962,475831.55,10,51787,306071.5,48,2175,169760.05,1.1113
AA0207166,MOORESVILLE,NC,39,24016,431607.84,5,22607,338711.79,34,1409,92896.05,1.4146
CM0555731,LOUISVILLE,KY,23,1947,101940.59,0,0,0,23,1947,101940.59,1.5104
FL3778374,SAN DIEGO,CA,23,2919,82345.34,NA,NA,NA,NA,NA,NA,1.1854
MG9050279,BEVERLY,MA,23,511,56090.17,0,0,0,23,511,56090.17,1.4719
ZX8371863,HARVEY,IL,45,2263,263863.72,NA,NA,NA,NA,NA,NA,2.0847
HL1398675,BEVERLY,MA,28,3500,157831.03,2,2226,11549.34,26,1274,146281.69,1.3931
US8474540,WINSTON SALEM,NC,13,481,65299.08,0,0,0,13,481,65299.08,2.2328
YY8134330,POTTSTOWN,PA,11,243,30478.56,0,0,0,11,243,30478.56,1.4062
ND9535205,BRIDGEPORT,WV,138,35332.1,826339.85,24,22074.1,121691.33,114,13258,704648.52,1.3221
HB0847859,SAN DIEGO,CA,13,169,19183.05,0,0,0,13,169,19183.05,1.5607
QM8332928,CHARLESTON,SC,19,150,13080.95,0,0,0,19,150,13080.95,1.5794
MX0638374,LIVINGSTON,NJ,7,22,1985.3,0,0,0,7,22,1985.3,2.62
JH7688154,LAKEWOOD,OH,21,809,74744.09,0,0,0,21,809,74744.09,2.008
PH6964629,JOHNSON CITY,TN,40,6839,174928.04,5,5769,71337.53,35,1070,103590.51,1.5852
IC3829583,MINNEAPOLIS,MN,28,547,103216.34,0,0,0,28,547,103216.34,1.5423
MH8140604,JOHNS CREEK,GA,30,2026,68163.74,NA,NA,NA,NA,NA,NA,1.2428
ZE1219500,BRADENTON,FL,42,5169,250860.41,3,3254,19273.48,39,1915,231586.93,1.6959
JU5023837,SEATTLE,WA,11,389,36394.36,0,0,0,11,389,36394.36,1.6233
NK4633717,CHAPEL HILL,NC,20,424,39846.17,0,0,0,20,424,39846.17,1.9645
OK4345791,BEVERLY HILLS,CA,20,618,93489.26,0,0,0,20,618,93489.26,1.3424
KI4770717,CHARLOTTESVILLE,VA,12,106,10626.29,0,0,0,12,106,10626.29,2.1223
EX5530900,CHICAGO,IL,11,2935,242019.25,0,0,0,11,2935,242019.25,2.1274
RR6943223,THOUSAND OAKS,CA,11,588,47939.64,NA,NA,NA,NA,NA,NA,1.3976
ZG5248048,BLOOMINGTON,IL,24,1930,68909.85,NA,NA,NA,NA,NA,NA,1.0099
HY1641090,COLUMBUS,OH,14,387,42039.26,0,0,0,14,387,42039.26,1.9152
AP8427176,DURHAM,NC,33,780,102918.13,0,0,0,33,780,102918.13,1.7195
MN9888791,WINSTON SALEM,NC,23,690,53179.94,0,0,0,23,690,53179.94,2.0114
KK9438951,TUCSON,AZ,22,392,31498.89,0,0,0,22,392,31498.89,1.7476
ZX8174638,EAST NORRITON,PA,3,11,1269.69,0,0,0,3,11,1269.69,2.614
BK8153410,SAN FRANCISCO,CA,12,495,95997.07,0,0,0,12,495,95997.07,1.6844
AK7535016,MISHAWAKA,IN,30,777,72806.61,0,0,0,30,777,72806.61,1.7831
SZ4284303,LEOMINSTER,MA,20,777,97087.64,0,0,0,20,777,97087.64,1.5947
TY3303897,LAS VEGAS,NV,22,1256,150121.8,0,0,0,22,1256,150121.8,1.8991
PV9151583,SUITLAND,MD,7,20,2647.71,0,0,0,7,20,2647.71,0.6118
YZ4739615,PICAYUNE,MS,29,1703,178856.92,NA,NA,NA,NA,NA,NA,1.4066
UT4443613,LATHAM,NY,23,652,72373.07,0,0,0,23,652,72373.07,1.8736
YF6080216,NORTH PLATTE,NE,33,747,74877.21,NA,NA,NA,NA,NA,NA,1.2834
RO1299174,FRANKLIN,IN,27,1061,117801.23,0,0,0,27,1061,117801.23,1.5618
UV1713425,MIAMI,FL,16,156,32452.4,0,0,0,16,156,32452.4,1.9783
QR3226424,NEW YORK,NY,8,405,27226.59,0,0,0,8,405,27226.59,1.1324
QI6515762,CARBONDALE,IL,30,4412,198728.36,NA,NA,NA,NA,NA,NA,1.6699
ZM2085106,KALISPELL,MT,29,762,69440.31,0,0,0,29,762,69440.31,1.3443
BO9644752,BABYLON,NY,3,326,40711.04,0,0,0,3,326,40711.04,1.3344
SP3634922,ANN ARBOR,MI,4,34,3716.66,0,0,0,4,34,3716.66,1.262
IC5179947,MURRAY,KY,117,5439,375281.83,12,312,7828.68,105,5127,367453.15,1.2749
FY5474234,COLUMBIA,TN,39,467,56074.99,0,0,0,39,467,56074.99,1.4072
IU2608080,ERIE,PA,23,1307,131171.57,0,0,0,23,1307,131171.57,2.2127
NZ2049574,ATLANTIS,FL,9,1184,123850.73,0,0,0,9,1184,123850.73,1.9681
ZZ7230386,IRVINE,CA,16,630,57601.65,0,0,0,16,630,57601.65,1.534
JL0848188,BURLINGTON,MA,20,622,87898.46,0,0,0,20,622,87898.46,1.6012
QG0014394,BECKLEY,WV,23,1159,112130.3,0,0,0,23,1159,112130.3,1.7761
IU7879548,NEW YORK,NY,12,648,293968.45,0,0,0,12,648,293968.45,1.245
OW5234885,DECATUR,GA,23,1543,104429.31,NA,NA,NA,NA,NA,NA,1.6241
ZJ5570570,YOUNGSTOWN,OH,8,825,108240.91,0,0,0,8,825,108240.91,1.0781
LY7918243,GLEN BURNIE,MD,9,456,44922.97,0,0,0,9,456,44922.97,1.2561
MR1774399,CHICAGO,IL,33,1262,132963.29,NA,NA,NA,NA,NA,NA,1.2799
FA4809428,TROY,MI,26,1744,158863.36,NA,NA,NA,NA,NA,NA,1.449
OQ4257835,MARIETTA,GA,13,390,49079.02,0,0,0,13,390,49079.02,1.0457
XS2254779,HAMDEN,CT,22,1196,133892.01,0,0,0,22,1196,133892.01,1.518
UP4125097,CHATTANOOGA,TN,44,25495,400505.01,4,23240,149616.52,40,2255,250888.49,1.5825
JW1386030,ELK GROVE VILLAGE,IL,25,4079,460442.03,0,0,0,25,4079,460442.03,1.6837
RX8454759,BROOKLYN,NY,12,114,13902.68,0,0,0,12,114,13902.68,1.8463
EG6022958,PHOENIX,AZ,23,13683,159525.56,2,13000,70218.8,21,683,89306.76,1.4554
ED9051662,EDISON,NJ,23,1129,60725.35,0,0,0,23,1129,60725.35,1.2058
JW8040439,TARZANA,CA,15,643,75404.29,0,0,0,15,643,75404.29,1.9504
BO2925665,INDIANAPOLIS,IN,19,1357,60104.21,NA,NA,NA,NA,NA,NA,1.2247
QI8676809,LA CROSSE,WI,17,345,27100.71,0,0,0,17,345,27100.71,1.3437
